CustomerID,Product
Customer_1,Product_1
Customer_1,Product_9
Customer_2,Product_8
Customer_2,Product_5
Customer_2,Product_4
Customer_2,Product_3
Customer_3,Product_14
Customer_3,Product_2
Customer_3,Product_1
Customer_3,Product_3
Customer_3,Product_7
Customer_3,Product_4
Customer_3,Product_9
Customer_3,Product_10
Customer_3,Product_18
Customer_3,Product_20
Customer_4,Product_18
Customer_4,Product_14
Customer_4,Product_8
Customer_4,Product_15
Customer_5,Product_9
Customer_5,Product_1
Customer_5,Product_6
Customer_5,Product_14
Customer_5,Product_11
Customer_5,Product_5
Customer_5,Product_3
Customer_5,Product_4
Customer_5,Product_18
Customer_5,Product_2
Customer_6,Product_13
Customer_6,Product_4
Customer_7,Product_12
Customer_7,Product_9
Customer_7,Product_2
Customer_7,Product_15
Customer_7,Product_4
Customer_7,Product_17
Customer_8,Product_3
Customer_8,Product_18
Customer_8,Product_10
Customer_8,Product_12
Customer_8,Product_7
Customer_8,Product_17
Customer_8,Product_2
Customer_9,Product_8
Customer_10,Product_3
Customer_10,Product_8
Customer_10,Product_4
Customer_10,Product_13
Customer_10,Product_9
Customer_11,Product_12
Customer_11,Product_6
Customer_11,Product_20
Customer_11,Product_18
Customer_11,Product_7
Customer_11,Product_11
Customer_11,Product_5
Customer_11,Product_17
Customer_12,Product_20
Customer_12,Product_6
Customer_13,Product_8
Customer_13,Product_6
Customer_13,Product_15
Customer_13,Product_13
Customer_13,Product_9
Customer_13,Product_18
Customer_13,Product_11
Customer_13,Product_12
Customer_13,Product_16
Customer_14,Product_11
Customer_14,Product_2
Customer_14,Product_8
Customer_14,Product_19
Customer_15,Product_13
Customer_15,Product_9
Customer_15,Product_3
Customer_15,Product_7
Customer_15,Product_11
Customer_15,Product_4
Customer_16,Product_13
Customer_16,Product_15
Customer_16,Product_5
Customer_16,Product_9
Customer_16,Product_18
Customer_16,Product_4
Customer_16,Product_12
Customer_16,Product_17
Customer_17,Product_9
Customer_17,Product_19
Customer_17,Product_14
Customer_17,Product_13
Customer_17,Product_12
Customer_17,Product_4
Customer_17,Product_3
Customer_17,Product_20
Customer_17,Product_8
Customer_18,Product_2
Customer_18,Product_4
Customer_19,Product_6
Customer_19,Product_14
Customer_19,Product_3
Customer_20,Product_13
Customer_20,Product_15
Customer_20,Product_17
Customer_20,Product_9
Customer_20,Product_1
Customer_20,Product_11
Customer_20,Product_12
Customer_21,Product_18
Customer_21,Product_9
Customer_22,Product_4
Customer_22,Product_10
Customer_22,Product_14
Customer_22,Product_6
Customer_22,Product_15
Customer_22,Product_1
Customer_23,Product_17
Customer_23,Product_6
Customer_23,Product_20
Customer_23,Product_4
Customer_23,Product_10
Customer_24,Product_20
Customer_24,Product_7
Customer_24,Product_5
Customer_24,Product_12
Customer_24,Product_6
Customer_24,Product_9
Customer_24,Product_13
Customer_24,Product_15
Customer_24,Product_1
Customer_25,Product_11
Customer_25,Product_16
Customer_25,Product_1
Customer_25,Product_4
Customer_25,Product_12
Customer_25,Product_15
Customer_25,Product_14
Customer_25,Product_13
Customer_25,Product_5
Customer_25,Product_17
Customer_26,Product_8
Customer_27,Product_3
Customer_27,Product_20
Customer_27,Product_16
Customer_27,Product_19
Customer_27,Product_5
Customer_27,Product_17
Customer_27,Product_11
Customer_27,Product_8
Customer_27,Product_9
Customer_27,Product_15
Customer_28,Product_17
Customer_28,Product_14
Customer_28,Product_7
Customer_28,Product_18
Customer_28,Product_10
Customer_29,Product_12
Customer_29,Product_15
Customer_29,Product_17
Customer_29,Product_19
Customer_29,Product_4
Customer_29,Product_16
Customer_29,Product_18
Customer_30,Product_11
Customer_30,Product_1
Customer_31,Product_18
Customer_31,Product_8
Customer_31,Product_19
Customer_31,Product_1
Customer_31,Product_3
Customer_31,Product_12
Customer_31,Product_11
Customer_31,Product_17
Customer_31,Product_4
Customer_31,Product_2
Customer_32,Product_11
Customer_33,Product_17
Customer_33,Product_8
Customer_34,Product_16
Customer_34,Product_7
Customer_34,Product_18
Customer_34,Product_5
Customer_34,Product_20
Customer_35,Product_16
Customer_35,Product_14
Customer_35,Product_7
Customer_35,Product_4
Customer_36,Product_14
Customer_36,Product_12
Customer_37,Product_14
Customer_37,Product_15
Customer_37,Product_2
Customer_37,Product_4
Customer_37,Product_18
Customer_37,Product_7
Customer_37,Product_12
Customer_38,Product_4
Customer_38,Product_8
Customer_38,Product_7
Customer_38,Product_18
Customer_38,Product_15
Customer_38,Product_3
Customer_39,Product_6
Customer_39,Product_9
Customer_39,Product_15
Customer_39,Product_8
Customer_39,Product_3
Customer_39,Product_17
Customer_39,Product_13
Customer_40,Product_4
Customer_40,Product_2
Customer_40,Product_18
Customer_40,Product_1
Customer_40,Product_3
Customer_40,Product_15
Customer_40,Product_13
Customer_40,Product_20
Customer_40,Product_16
Customer_41,Product_16
Customer_41,Product_20
Customer_41,Product_7
Customer_41,Product_13
Customer_41,Product_2
Customer_41,Product_3
Customer_41,Product_18
Customer_42,Product_13
Customer_43,Product_15
Customer_43,Product_10
Customer_43,Product_14
Customer_43,Product_16
Customer_43,Product_5
Customer_44,Product_10
Customer_44,Product_7
Customer_44,Product_2
Customer_44,Product_18
Customer_45,Product_2
Customer_45,Product_20
Customer_45,Product_16
Customer_45,Product_17
Customer_45,Product_6
Customer_45,Product_1
Customer_46,Product_3
Customer_46,Product_6
Customer_46,Product_20
Customer_46,Product_18
Customer_46,Product_8
Customer_46,Product_7
Customer_46,Product_2
Customer_46,Product_10
Customer_46,Product_4
Customer_47,Product_20
Customer_47,Product_2
Customer_47,Product_3
Customer_47,Product_14
Customer_47,Product_11
Customer_47,Product_15
Customer_47,Product_5
Customer_47,Product_4
Customer_47,Product_16
Customer_47,Product_6
Customer_48,Product_9
Customer_48,Product_13
Customer_48,Product_5
Customer_48,Product_10
Customer_49,Product_11
Customer_49,Product_3
Customer_49,Product_1
Customer_49,Product_15
Customer_49,Product_4
Customer_49,Product_2
Customer_49,Product_9
Customer_49,Product_16
Customer_50,Product_9
Customer_50,Product_5
Customer_50,Product_12
Customer_50,Product_3
Customer_50,Product_8
Customer_50,Product_6
Customer_50,Product_19
Customer_50,Product_17
Customer_50,Product_16
Customer_51,Product_10
Customer_51,Product_17
Customer_51,Product_1
Customer_51,Product_20
